Time(s),Raw_Roll,Raw_Pitch,Smooth_Roll,Smooth_Pitch
369.213,0.49,3.31,0.49,3.31
369.235,0.21,3.17,0.35,3.24
369.257,0.24,3.28,0.31,3.25
369.279,0.38,3.16,0.33,3.23
369.301,0.44,3.21,0.35,3.23
369.323,0.31,3.23,0.32,3.21
369.345,0.26,3.20,0.33,3.22
369.367,0.32,3.26,0.34,3.21
369.389,0.16,3.20,0.30,3.22
369.411,0.21,3.39,0.25,3.26
369.433,0.31,3.43,0.25,3.30
369.455,0.29,3.32,0.26,3.32
369.477,0.08,3.46,0.21,3.36
369.499,0.31,3.42,0.24,3.40
369.521,0.25,3.51,0.25,3.43
369.543,0.34,3.52,0.25,3.45
369.565,0.27,3.34,0.25,3.45
369.587,0.38,3.41,0.31,3.44
369.609,0.60,3.48,0.37,3.45
369.631,0.36,3.34,0.39,3.42
369.653,0.34,3.47,0.39,3.41
369.675,0.30,3.47,0.40,3.43
369.697,0.31,3.53,0.38,3.46
369.719,0.35,3.51,0.33,3.46
369.741,0.34,3.40,0.33,3.48
369.763,0.18,3.51,0.30,3.48
369.785,0.27,3.35,0.29,3.46
369.807,0.26,3.39,0.28,3.43
369.829,0.21,3.34,0.25,3.40
369.851,0.38,3.36,0.26,3.39
369.873,0.36,3.29,0.30,3.35
369.895,0.28,3.19,0.30,3.31
369.917,0.37,3.23,0.32,3.28
369.939,0.26,3.20,0.33,3.25
369.961,0.34,3.17,0.32,3.22
369.983,0.30,3.38,0.31,3.23
370.005,0.43,3.44,0.34,3.28
370.027,0.36,3.42,0.34,3.32
370.049,0.33,3.30,0.35,3.34
370.071,0.24,3.36,0.33,3.38
370.093,0.30,3.39,0.33,3.38
370.115,0.20,3.31,0.29,3.36
370.137,0.16,3.43,0.25,3.36
370.159,0.27,3.43,0.23,3.38
370.181,0.27,3.41,0.24,3.39
370.203,0.36,3.59,0.25,3.43
370.225,0.27,3.50,0.27,3.47
370.247,0.23,3.37,0.28,3.46
370.269,0.23,3.33,0.27,3.44
370.291,0.09,3.34,0.24,3.43
370.313,0.27,3.39,0.22,3.39
370.335,0.30,3.55,0.22,3.40
370.357,0.29,3.59,0.24,3.44
370.379,0.31,3.46,0.25,3.47
370.401,0.36,3.41,0.31,3.48
370.423,0.41,3.52,0.33,3.51
370.445,0.44,3.41,0.36,3.48
370.467,0.33,3.43,0.37,3.45
370.489,0.30,3.54,0.37,3.46
370.511,0.38,3.34,0.37,3.45
370.533,0.36,3.39,0.36,3.42
370.555,0.36,3.22,0.35,3.38
370.577,0.32,3.21,0.34,3.34
370.599,0.39,3.24,0.36,3.28
370.621,0.33,3.38,0.35,3.29
370.643,0.37,3.37,0.35,3.28
370.665,0.37,3.39,0.36,3.32
370.687,0.35,3.37,0.36,3.35
370.709,0.34,3.49,0.35,3.40
370.731,0.25,3.44,0.34,3.41
370.753,0.38,3.34,0.34,3.41
370.775,0.44,3.31,0.35,3.39
370.797,0.39,3.24,0.36,3.36
370.819,0.32,3.27,0.36,3.32
370.841,0.39,3.30,0.38,3.29
370.863,0.28,3.41,0.36,3.31
370.885,0.33,3.42,0.34,3.33
370.907,0.35,3.46,0.33,3.37
370.929,0.28,3.45,0.33,3.41
370.951,0.33,3.36,0.31,3.42
370.973,0.28,3.37,0.31,3.41
370.995,0.29,3.16,0.31,3.36
371.017,0.41,3.22,0.32,3.31
371.039,0.31,3.34,0.32,3.29
371.061,0.35,3.34,0.33,3.29
371.083,0.32,3.33,0.34,3.28
371.105,0.30,3.42,0.34,3.33
371.127,0.38,3.50,0.33,3.39
371.149,0.47,3.39,0.36,3.40
371.171,0.46,3.53,0.39,3.43
371.193,0.39,3.51,0.40,3.47
371.215,0.41,3.50,0.42,3.49
371.237,0.44,3.59,0.43,3.50
371.259,0.32,3.48,0.40,3.52
371.281,0.28,3.62,0.37,3.54
371.303,0.13,3.53,0.32,3.54
371.325,0.18,3.42,0.27,3.53
371.347,0.18,3.39,0.22,3.49
371.369,0.30,3.50,0.21,3.49
371.391,0.31,3.62,0.22,3.49
371.413,0.27,3.53,0.25,3.49
371.435,0.32,3.59,0.28,3.53
371.457,0.38,3.45,0.32,3.54
371.479,0.46,3.45,0.35,3.53
371.501,0.40,3.37,0.37,3.48
371.523,0.23,3.29,0.36,3.43
371.545,0.37,3.25,0.37,3.36
371.567,0.27,3.32,0.35,3.34
371.589,0.12,3.27,0.28,3.30
371.611,0.06,3.20,0.21,3.27
371.633,0.11,3.40,0.19,3.29
371.655,0.24,3.44,0.16,3.33
371.677,0.20,3.38,0.15,3.34
371.699,0.26,3.58,0.17,3.40
371.721,0.33,3.57,0.23,3.47
371.743,0.43,3.52,0.29,3.50
371.765,0.42,3.38,0.33,3.49
371.787,0.24,3.46,0.34,3.50
371.809,0.28,3.32,0.34,3.45
371.831,0.48,3.18,0.37,3.37
371.853,0.46,3.40,0.38,3.35
371.875,0.42,3.40,0.38,3.35
371.897,0.24,3.44,0.38,3.35
371.919,0.25,3.36,0.37,3.36
371.941,0.25,3.46,0.32,3.41
371.963,0.40,3.36,0.31,3.40
371.985,0.26,3.25,0.28,3.37
372.007,0.32,3.40,0.30,3.37
372.029,0.24,3.45,0.29,3.38
372.051,0.15,3.32,0.27,3.36
372.073,0.19,3.38,0.23,3.36
372.095,0.34,3.27,0.25,3.36
372.117,0.15,3.18,0.21,3.32
372.139,0.34,3.19,0.23,3.27
372.161,0.15,3.32,0.23,3.27
372.183,0.33,3.28,0.26,3.25
372.205,0.34,3.32,0.26,3.26
372.227,0.33,3.27,0.30,3.28
372.249,0.28,3.37,0.29,3.31
372.271,0.35,3.18,0.33,3.28
372.293,0.35,3.38,0.33,3.30
372.315,0.40,3.39,0.34,3.32
372.337,0.49,3.27,0.37,3.32
372.359,0.30,3.45,0.38,3.33
372.381,0.30,3.44,0.37,3.39
372.403,0.23,3.40,0.34,3.39
372.425,0.29,3.38,0.32,3.39
372.447,0.31,3.28,0.29,3.39
372.469,0.27,3.43,0.28,3.39
372.491,0.25,3.59,0.27,3.42
372.513,0.37,3.50,0.30,3.44
372.535,0.40,3.46,0.32,3.45
372.557,0.35,3.36,0.33,3.47
372.579,0.43,3.34,0.36,3.45
372.601,0.25,3.30,0.36,3.39
372.623,0.46,3.24,0.38,3.34
372.645,0.41,3.20,0.38,3.29
372.667,0.37,3.32,0.38,3.28
372.689,0.45,3.33,0.39,3.28
372.711,0.28,3.32,0.39,3.28
372.733,0.33,3.24,0.37,3.28
372.755,0.32,3.38,0.35,3.32
372.777,0.26,3.40,0.33,3.33
372.799,0.19,3.50,0.28,3.37
372.821,0.13,3.42,0.25,3.39
372.843,0.12,3.50,0.20,3.44
372.865,0.32,3.56,0.20,3.48
372.887,0.22,3.47,0.20,3.49
372.909,0.22,3.45,0.20,3.48
372.931,0.35,3.50,0.25,3.50
372.953,0.35,3.36,0.29,3.47
372.975,0.35,3.29,0.30,3.41
372.997,0.38,3.36,0.33,3.39
373.019,0.40,3.40,0.37,3.38
373.041,0.50,3.28,0.40,3.34
373.063,0.38,3.32,0.40,3.33
373.085,0.20,3.48,0.37,3.37
373.107,0.25,3.33,0.35,3.36
373.129,0.31,3.38,0.33,3.36
373.151,0.33,3.27,0.29,3.36
373.173,0.26,3.13,0.27,3.32
373.195,0.39,3.20,0.31,3.26
373.217,0.31,3.29,0.32,3.25
373.239,0.28,3.32,0.31,3.24
373.261,0.36,3.33,0.32,3.25
373.283,0.32,3.36,0.33,3.30
373.305,0.41,3.41,0.34,3.34
373.327,0.46,3.25,0.37,3.33
373.349,0.38,3.21,0.39,3.31
373.371,0.29,3.23,0.37,3.29
373.393,0.35,3.36,0.38,3.29
373.415,0.30,3.64,0.36,3.34
373.437,0.27,3.43,0.32,3.37
373.459,0.32,3.38,0.31,3.41
373.481,0.45,3.31,0.34,3.42
373.503,0.45,3.27,0.36,3.41
373.525,0.33,3.27,0.36,3.33
373.547,0.24,3.35,0.36,3.32
373.569,0.23,3.31,0.34,3.30
373.591,0.38,3.23,0.33,3.29
373.613,0.20,3.15,0.28,3.26
373.635,0.23,3.21,0.26,3.25
373.657,0.23,3.32,0.25,3.24
373.679,0.23,3.49,0.25,3.28
373.701,0.15,3.36,0.21,3.31
373.723,0.24,3.43,0.22,3.36
373.745,0.15,3.34,0.20,3.39
373.767,0.30,3.45,0.21,3.41
373.789,0.35,3.30,0.24,3.38
373.811,0.24,3.34,0.26,3.37
373.833,0.25,3.31,0.26,3.35
373.855,0.20,3.45,0.27,3.37
373.877,0.34,3.51,0.28,3.38
373.899,0.11,3.44,0.23,3.41
373.921,0.27,3.39,0.23,3.42
373.943,0.33,3.29,0.25,3.42
373.965,0.35,3.21,0.28,3.37
373.987,0.38,3.39,0.29,3.34
374.009,0.34,3.27,0.33,3.31
374.031,0.44,3.28,0.37,3.29
374.053,0.44,3.35,0.39,3.30
374.075,0.44,3.30,0.41,3.32
374.097,0.35,3.31,0.40,3.30
374.119,0.19,3.31,0.37,3.31
374.141,0.25,3.31,0.33,3.32
374.163,0.22,3.25,0.29,3.30
374.185,0.31,3.13,0.26,3.26
374.207,0.31,3.21,0.26,3.24
374.229,0.27,3.27,0.27,3.23
374.251,0.22,3.33,0.27,3.24
374.273,0.41,3.39,0.30,3.27
374.295,0.36,3.41,0.31,3.32
374.317,0.30,3.25,0.31,3.33
374.339,0.18,3.42,0.29,3.36
374.361,0.26,3.22,0.30,3.34
374.383,0.41,3.18,0.30,3.30
374.405,0.43,3.19,0.32,3.25
374.427,0.44,3.25,0.34,3.25
374.449,0.46,3.31,0.40,3.23
374.471,0.26,3.36,0.40,3.26
374.493,0.14,3.48,0.35,3.32
374.515,0.08,3.41,0.28,3.36
374.537,0.25,3.19,0.24,3.35
374.559,0.21,3.30,0.19,3.35
374.581,0.40,3.39,0.22,3.35
374.603,0.48,3.43,0.28,3.34
374.625,0.50,3.45,0.37,3.35
374.647,0.45,3.50,0.41,3.41
374.669,0.49,3.38,0.46,3.43
374.691,0.49,3.46,0.48,3.44
374.713,0.28,3.49,0.44,3.46
374.735,0.32,3.46,0.41,3.46
374.757,0.45,3.42,0.41,3.44
374.779,0.45,3.30,0.40,3.43
374.801,0.37,3.36,0.37,3.41
374.823,0.43,3.47,0.40,3.40
374.845,0.25,3.56,0.39,3.42
374.867,0.24,3.58,0.35,3.45
374.889,0.19,3.40,0.30,3.47
374.911,0.25,3.47,0.27,3.50
374.933,0.24,3.42,0.23,3.49
374.955,0.28,3.41,0.24,3.46
374.977,0.24,3.41,0.24,3.42
374.999,0.33,3.38,0.27,3.42
375.021,0.33,3.36,0.28,3.40
375.043,0.44,3.49,0.32,3.41
375.065,0.30,3.47,0.33,3.42
375.087,0.37,3.68,0.35,3.48
375.109,0.40,3.58,0.37,3.52
375.131,0.36,3.52,0.37,3.55
375.153,0.43,3.33,0.37,3.52
375.175,0.39,3.42,0.39,3.51
375.197,0.38,3.29,0.39,3.43
375.219,0.25,3.35,0.36,3.38
375.241,0.26,3.28,0.34,3.33
375.263,0.29,3.20,0.31,3.31
375.285,0.24,3.15,0.28,3.25
375.307,0.34,3.30,0.28,3.26
375.329,0.37,3.37,0.30,3.26
375.351,0.32,3.30,0.31,3.26
375.373,0.26,3.30,0.31,3.28
375.395,0.23,3.43,0.30,3.34
375.417,0.20,3.39,0.28,3.36
375.439,0.20,3.41,0.24,3.37
375.461,0.19,3.47,0.22,3.40
375.483,0.18,3.48,0.20,3.44
375.505,0.31,3.34,0.22,3.42
375.527,0.35,3.37,0.25,3.41
375.549,0.23,3.35,0.25,3.40
375.571,0.26,3.33,0.27,3.37
375.593,0.27,3.36,0.28,3.35
375.615,0.36,3.42,0.29,3.37
375.637,0.12,3.20,0.25,3.33
375.659,0.31,3.27,0.26,3.32
375.681,0.36,3.26,0.28,3.30
375.703,0.32,3.30,0.29,3.29
375.725,0.30,3.36,0.28,3.28
375.747,0.39,3.22,0.34,3.28
375.769,0.25,3.13,0.32,3.25
375.791,0.27,3.18,0.31,3.24
375.813,0.28,3.26,0.30,3.23
375.835,0.25,3.19,0.29,3.20
375.857,0.20,3.33,0.25,3.22
375.879,0.31,3.32,0.26,3.26
375.901,0.37,3.36,0.28,3.29
375.923,0.45,3.36,0.32,3.31
375.945,0.31,3.26,0.33,3.33
375.967,0.30,3.37,0.35,3.33
375.989,0.24,3.34,0.33,3.34
376.011,0.24,3.37,0.31,3.34
376.033,0.33,3.35,0.28,3.34
376.055,0.32,3.10,0.29,3.31
376.077,0.35,3.26,0.30,3.28
376.099,0.42,3.42,0.33,3.30
376.121,0.44,3.44,0.37,3.31
376.143,0.47,3.47,0.40,3.34
376.165,0.43,3.49,0.42,3.42
376.187,0.50,3.40,0.45,3.44
376.209,0.28,3.32,0.42,3.42
376.231,0.28,3.37,0.39,3.41
376.253,0.19,3.55,0.34,3.43
376.275,0.20,3.60,0.29,3.45
376.297,0.26,3.50,0.24,3.47
376.319,0.24,3.52,0.23,3.51
376.341,0.31,3.49,0.24,3.53
376.363,0.40,3.70,0.28,3.56
376.385,0.39,3.52,0.32,3.55
376.407,0.29,3.57,0.33,3.56
376.429,0.35,3.42,0.35,3.54
376.451,0.28,3.47,0.34,3.54
376.473,0.17,3.41,0.30,3.48
376.495,0.18,3.42,0.25,3.46
376.517,0.45,3.41,0.29,3.43
376.539,0.42,3.38,0.30,3.42
376.561,0.32,3.48,0.31,3.42
376.583,0.26,3.39,0.33,3.42
376.605,0.34,3.38,0.36,3.41
376.627,0.32,3.31,0.33,3.39
376.649,0.29,3.35,0.31,3.38
376.671,0.29,3.54,0.30,3.39
376.693,0.27,3.59,0.30,3.43
376.715,0.28,3.43,0.29,3.44
376.737,0.34,3.37,0.29,3.46
376.759,0.31,3.40,0.30,3.47
376.781,0.41,3.30,0.32,3.42
376.803,0.31,3.45,0.33,3.39
376.825,0.32,3.48,0.34,3.40
376.847,0.35,3.54,0.34,3.43
376.869,0.42,3.42,0.36,3.44
376.891,0.41,3.36,0.36,3.45
376.913,0.49,3.40,0.40,3.44
376.935,0.38,3.47,0.41,3.44
376.957,0.37,3.29,0.41,3.39
376.979,0.17,3.15,0.36,3.33
377.001,0.13,3.32,0.31,3.33
377.023,0.25,3.17,0.26,3.28
377.045,0.34,3.25,0.25,3.24
377.067,0.26,3.11,0.23,3.20
377.089,0.35,3.24,0.27,3.22
377.111,0.21,3.41,0.28,3.24
377.133,0.28,3.53,0.29,3.31
377.155,0.35,3.51,0.29,3.36
377.177,0.36,3.45,0.31,3.43
377.199,0.34,3.35,0.31,3.45
377.221,0.40,3.45,0.35,3.46
377.243,0.20,3.44,0.33,3.44
377.265,0.30,3.42,0.32,3.42
377.287,0.23,3.35,0.29,3.40
377.309,0.34,3.27,0.29,3.39
377.331,0.24,3.37,0.26,3.37
377.353,0.36,3.41,0.29,3.36
377.375,0.49,3.22,0.33,3.32
377.397,0.32,3.40,0.35,3.33
377.419,0.31,3.27,0.34,3.33
377.441,0.34,3.29,0.36,3.32
377.463,0.37,3.33,0.37,3.30
377.485,0.34,3.22,0.34,3.30
377.507,0.49,3.21,0.37,3.26
377.529,0.37,3.22,0.38,3.25
377.551,0.48,3.17,0.41,3.23
377.573,0.39,3.27,0.41,3.22
377.595,0.54,3.25,0.45,3.22
377.617,0.37,3.30,0.43,3.24
377.639,0.38,3.22,0.43,3.24
377.661,0.31,3.34,0.40,3.28
377.683,0.40,3.26,0.40,3.27
377.705,0.36,3.28,0.36,3.28
377.727,0.46,3.20,0.38,3.26
377.749,0.28,3.42,0.36,3.30
377.771,0.29,3.47,0.36,3.33
377.793,0.27,3.46,0.33,3.37
377.815,0.35,3.37,0.33,3.38
377.837,0.46,3.40,0.33,3.42
377.859,0.35,3.42,0.34,3.42
377.881,0.43,3.26,0.37,3.38
377.903,0.36,3.46,0.39,3.38
377.925,0.39,3.29,0.40,3.37
377.947,0.21,3.14,0.35,3.31
377.969,0.27,3.31,0.33,3.29
377.991,0.42,3.19,0.33,3.28
378.013,0.38,3.28,0.33,3.24
378.035,0.37,3.27,0.33,3.24
378.057,0.34,3.31,0.36,3.27
378.079,0.26,3.27,0.35,3.26
378.101,0.36,3.37,0.34,3.30
378.123,0.23,3.34,0.31,3.31
378.145,0.24,3.42,0.29,3.34
378.167,0.35,3.35,0.29,3.35
378.189,0.36,3.37,0.31,3.37
378.211,0.30,3.21,0.30,3.34
378.233,0.48,3.41,0.35,3.35
378.255,0.56,3.35,0.41,3.34
378.277,0.47,3.41,0.43,3.35
378.299,0.33,3.46,0.43,3.37
378.321,0.31,3.47,0.43,3.42
378.343,0.38,3.35,0.41,3.41
378.365,0.26,3.33,0.35,3.40
378.387,0.31,3.28,0.32,3.38
378.409,0.32,3.42,0.32,3.37
378.431,0.22,3.46,0.30,3.37
378.453,0.29,3.35,0.28,3.37
378.475,0.42,3.40,0.31,3.38
378.497,0.42,3.36,0.33,3.40
378.519,0.35,3.31,0.34,3.38
378.541,0.52,3.33,0.40,3.35
378.563,0.40,3.21,0.42,3.32
378.585,0.15,3.40,0.37,3.32
378.607,0.20,3.25,0.32,3.30
378.629,0.22,3.30,0.30,3.30
378.651,0.38,3.50,0.27,3.33
378.673,0.25,3.30,0.24,3.35
378.695,0.32,3.40,0.27,3.35
378.717,0.41,3.29,0.32,3.36
378.739,0.27,3.32,0.33,3.36
378.761,0.36,3.33,0.32,3.33
378.783,0.32,3.21,0.34,3.31
378.805,0.31,3.30,0.33,3.29
378.827,0.30,3.39,0.31,3.31
378.849,0.27,3.31,0.31,3.31
378.871,0.32,3.54,0.30,3.35
378.893,0.28,3.54,0.30,3.42
378.915,0.17,3.49,0.27,3.45
378.937,0.23,3.36,0.25,3.45
378.959,0.23,3.47,0.25,3.48
378.981,0.39,3.28,0.26,3.43
379.003,0.42,3.44,0.29,3.41
379.025,0.51,3.62,0.36,3.43
379.047,0.43,3.50,0.40,3.46
379.069,0.42,3.30,0.43,3.43
379.091,0.43,3.17,0.44,3.41
379.113,0.38,3.20,0.43,3.36
379.135,0.19,3.05,0.37,3.24
379.157,0.26,3.21,0.34,3.19
379.179,0.22,3.13,0.30,3.15
379.201,0.25,3.30,0.26,3.18
379.223,0.19,3.24,0.22,3.19
379.245,0.32,3.25,0.25,3.23
379.267,0.41,3.26,0.28,3.24
379.289,0.45,3.26,0.32,3.26
379.311,0.39,3.33,0.35,3.27
379.333,0.50,3.32,0.41,3.28
379.355,0.35,3.47,0.42,3.33
379.377,0.34,3.27,0.41,3.33
379.399,0.33,3.36,0.38,3.35
379.421,0.45,3.42,0.39,3.37
379.443,0.37,3.40,0.37,3.38
379.465,0.38,3.19,0.37,3.33
379.487,0.40,3.24,0.39,3.32
379.509,0.45,3.25,0.41,3.30
379.531,0.35,3.35,0.39,3.29
379.553,0.33,3.31,0.38,3.27
379.575,0.28,3.47,0.36,3.32
379.597,0.26,3.47,0.33,3.37
379.619,0.19,3.34,0.28,3.39
379.641,0.17,3.24,0.25,3.37
379.663,0.27,3.38,0.23,3.38
379.685,0.36,3.37,0.25,3.36
379.707,0.41,3.47,0.28,3.36
379.729,0.34,3.38,0.31,3.37
379.751,0.33,3.19,0.34,3.36
379.773,0.48,3.23,0.38,3.33
379.795,0.20,3.29,0.35,3.31
379.817,0.30,3.29,0.33,3.28
379.839,0.35,3.31,0.33,3.26
379.861,0.27,3.45,0.32,3.31
379.883,0.20,3.48,0.26,3.36
379.905,0.25,3.44,0.27,3.39
379.927,0.19,3.47,0.25,3.43
379.949,0.29,3.58,0.24,3.48
379.971,0.22,3.61,0.23,3.52
379.993,0.24,3.63,0.24,3.55
380.015,0.36,3.56,0.26,3.57
380.037,0.42,3.47,0.31,3.57
380.059,0.36,3.37,0.32,3.53
380.081,0.30,3.38,0.34,3.48
380.103,0.26,3.30,0.34,3.42
380.125,0.26,3.34,0.32,3.37
380.147,0.31,3.22,0.30,3.32
380.169,0.28,3.39,0.28,3.33
380.191,0.39,3.25,0.30,3.30
380.213,0.30,3.41,0.31,3.32
380.235,0.36,3.41,0.33,3.34
380.257,0.32,3.38,0.33,3.37
380.279,0.28,3.39,0.33,3.37
380.301,0.49,3.33,0.35,3.38
380.323,0.41,3.38,0.37,3.38
380.345,0.52,3.32,0.40,3.36
380.367,0.49,3.27,0.44,3.34
380.389,0.37,3.43,0.46,3.35
380.411,0.25,3.34,0.41,3.35
380.433,0.29,3.50,0.38,3.37
380.455,0.40,3.43,0.36,3.39
380.477,0.34,3.38,0.33,3.42
380.499,0.39,3.25,0.33,3.38
380.521,0.34,3.22,0.35,3.36
380.543,0.22,3.28,0.34,3.31
380.565,0.32,3.32,0.32,3.29
380.587,0.47,3.41,0.35,3.30
380.609,0.38,3.43,0.35,3.33
380.631,0.38,3.38,0.35,3.36
380.653,0.31,3.30,0.37,3.37
380.675,0.23,3.28,0.35,3.36
380.697,0.19,3.18,0.30,3.31
380.719,0.27,3.23,0.28,3.27
380.741,0.18,3.30,0.24,3.26
380.763,0.34,3.42,0.24,3.28
380.785,0.25,3.36,0.25,3.30
380.807,0.35,3.33,0.28,3.33
380.829,0.34,3.28,0.29,3.34
380.851,0.31,3.25,0.32,3.33
380.873,0.36,3.23,0.32,3.29
380.895,0.29,3.34,0.33,3.29
380.917,0.26,3.36,0.31,3.29
380.939,0.26,3.58,0.30,3.35
380.961,0.41,3.52,0.32,3.41
380.983,0.38,3.36,0.32,3.43
381.005,0.32,3.34,0.33,3.43
381.027,0.42,3.46,0.36,3.45
381.049,0.44,3.30,0.39,3.40
381.071,0.23,3.27,0.36,3.35
381.093,0.34,3.26,0.35,3.33
381.115,0.19,3.27,0.32,3.31
381.137,0.14,3.43,0.27,3.31
381.159,0.28,3.37,0.24,3.32
381.181,0.32,3.39,0.25,3.34
381.203,0.42,3.38,0.27,3.37
381.225,0.31,3.41,0.29,3.40
381.247,0.35,3.55,0.34,3.42
381.269,0.27,3.27,0.33,3.40
381.291,0.25,3.39,0.32,3.40
381.313,0.27,3.41,0.29,3.41
381.335,0.20,3.39,0.27,3.40
381.357,0.44,3.33,0.29,3.36
381.379,0.38,3.47,0.31,3.40
381.401,0.26,3.49,0.31,3.42
381.423,0.41,3.45,0.34,3.43
381.445,0.40,3.59,0.38,3.47
381.467,0.35,3.46,0.36,3.49
381.489,0.25,3.34,0.33,3.47
381.511,0.36,3.38,0.35,3.44
381.533,0.48,3.41,0.37,3.44
381.555,0.36,3.43,0.36,3.40
381.577,0.36,3.46,0.36,3.40
381.599,0.22,3.46,0.36,3.43
381.621,0.31,3.36,0.35,3.42
381.643,0.48,3.34,0.35,3.41
381.665,0.39,3.41,0.35,3.41
381.687,0.40,3.46,0.36,3.41
381.709,0.28,3.52,0.37,3.42
381.731,0.24,3.38,0.36,3.42
381.753,0.26,3.42,0.31,3.44
381.775,0.25,3.29,0.29,3.41
381.797,0.40,3.29,0.29,3.38
381.819,0.23,3.27,0.28,3.33
381.841,0.27,3.42,0.28,3.34
381.863,0.18,3.35,0.27,3.32
381.885,0.14,3.50,0.24,3.37
381.907,0.29,3.47,0.22,3.40
381.929,0.27,3.30,0.23,3.41
381.951,0.34,3.36,0.24,3.40
381.973,0.30,3.33,0.27,3.39
381.995,0.27,3.22,0.29,3.34
382.017,0.33,3.23,0.30,3.29
382.039,0.44,3.14,0.34,3.26
382.061,0.37,3.22,0.34,3.23
382.083,0.43,3.20,0.37,3.20
382.105,0.43,3.16,0.40,3.19
382.127,0.32,3.17,0.40,3.18
382.149,0.30,3.21,0.37,3.19
382.171,0.18,3.19,0.33,3.19
382.193,0.17,3.17,0.28,3.18
382.215,0.22,3.16,0.24,3.18
382.237,0.39,3.22,0.25,3.19
382.259,0.52,3.23,0.30,3.19
382.281,0.27,3.25,0.31,3.21
382.303,0.30,3.23,0.34,3.22
382.325,0.32,3.35,0.36,3.26
382.347,0.32,3.52,0.35,3.32
382.369,0.36,3.61,0.31,3.39
382.391,0.31,3.65,0.32,3.47
382.413,0.31,3.43,0.32,3.51
382.435,0.30,3.47,0.32,3.54
382.457,0.36,3.42,0.33,3.52
382.479,0.21,3.50,0.30,3.49
382.501,0.30,3.59,0.30,3.48
382.523,0.39,3.48,0.31,3.49
382.545,0.45,3.50,0.34,3.50
382.567,0.35,3.44,0.34,3.50
382.589,0.27,3.44,0.35,3.49
382.611,0.30,3.32,0.35,3.44
382.633,0.38,3.39,0.35,3.42
382.655,0.29,3.33,0.32,3.38
382.677,0.26,3.32,0.30,3.36
382.699,0.25,3.33,0.30,3.34
382.721,0.30,3.39,0.30,3.35
382.743,0.33,3.34,0.29,3.34
382.765,0.41,3.10,0.31,3.30
382.787,0.36,3.32,0.33,3.30
382.809,0.27,3.38,0.33,3.31
382.831,0.20,3.32,0.31,3.29
382.853,0.14,3.37,0.28,3.30
382.875,0.21,3.39,0.24,3.36
382.897,0.21,3.47,0.21,3.39
382.919,0.32,3.55,0.22,3.42
382.941,0.31,3.44,0.24,3.44
382.963,0.32,3.27,0.27,3.42
382.985,0.25,3.49,0.28,3.44
383.007,0.12,3.44,0.26,3.44
383.029,0.30,3.55,0.26,3.44
383.051,0.13,3.34,0.22,3.42
383.073,0.28,3.23,0.22,3.41
383.095,0.22,3.42,0.21,3.40
383.117,0.35,3.45,0.26,3.40
383.139,0.47,3.35,0.29,3.36
383.161,0.42,3.27,0.35,3.34
383.183,0.46,3.35,0.38,3.37
383.205,0.45,3.44,0.43,3.37
383.227,0.38,3.27,0.44,3.34
383.249,0.37,3.31,0.42,3.33
383.271,0.39,3.30,0.41,3.33
383.293,0.25,3.34,0.37,3.33
383.315,0.24,3.31,0.33,3.31
383.337,0.27,3.34,0.30,3.32
383.359,0.45,3.29,0.32,3.32
383.381,0.43,3.41,0.33,3.34
383.403,0.59,3.41,0.40,3.35
383.425,0.52,3.25,0.45,3.34
383.447,0.40,3.23,0.48,3.32
383.469,0.37,3.23,0.46,3.31
383.491,0.40,3.19,0.46,3.26
383.513,0.52,3.40,0.44,3.26
383.535,0.18,3.42,0.37,3.29
383.557,0.33,3.39,0.36,3.33
383.579,0.33,3.33,0.35,3.35
383.601,0.33,3.38,0.34,3.38
383.623,0.22,3.35,0.28,3.37
383.645,0.36,3.18,0.31,3.33
383.667,0.31,3.14,0.31,3.28
383.689,0.36,3.14,0.32,3.24
383.711,0.29,3.18,0.31,3.20
383.733,0.22,3.23,0.31,3.17
383.755,0.28,3.35,0.29,3.21
383.777,0.25,3.24,0.28,3.23
383.799,0.48,3.27,0.30,3.25
383.821,0.53,3.27,0.35,3.27
383.843,0.48,3.29,0.40,3.28
383.865,0.38,3.18,0.42,3.25
383.887,0.22,3.25,0.42,3.25
383.909,0.32,3.31,0.39,3.26
383.931,0.28,3.38,0.34,3.28
383.953,0.39,3.40,0.32,3.30
383.975,0.31,3.40,0.30,3.35
383.997,0.36,3.40,0.33,3.38
384.019,0.40,3.46,0.35,3.41
384.041,0.27,3.39,0.35,3.41
384.063,0.36,3.25,0.34,3.38
384.085,0.43,3.25,0.36,3.35
384.107,0.28,3.34,0.35,3.34
384.129,0.35,3.35,0.34,3.32
384.151,0.48,3.37,0.38,3.31
384.173,0.43,3.32,0.39,3.33
384.195,0.33,3.33,0.37,3.34
384.217,0.34,3.41,0.39,3.36
384.239,0.43,3.23,0.40,3.33
384.261,0.31,3.23,0.37,3.30
384.283,0.32,3.32,0.35,3.30
384.305,0.44,3.40,0.37,3.32
384.327,0.34,3.45,0.37,3.33
384.349,0.44,3.37,0.37,3.35
384.371,0.25,3.27,0.36,3.36
384.393,0.31,3.37,0.36,3.37
384.415,0.30,3.25,0.33,3.34
384.437,0.47,3.34,0.35,3.32
384.459,0.48,3.32,0.36,3.31
384.481,0.32,3.36,0.38,3.33
384.503,0.30,3.47,0.37,3.35
384.525,0.31,3.27,0.38,3.35
